Domain,Area,Element,Item,Year,Unit,Value
"Food Balances (2010-)","Eastern Europe","Protein supply quantity (g/capita/day)","Cereals - Excluding Beer","2019","g/capita/day","34.53"
"Food Balances (2010-)","Eastern Europe","Fat supply quantity (g/capita/day)","Cereals - Excluding Beer","2019","g/capita/day","5.12"
"Food Balances (2010-)","Eastern Europe","Food supply quantity (kg/capita/yr)","Starchy Roots","2019","kg","89.66"
"Food Balances (2010-)","Eastern Europe","Food supply (kcal/capita/day)","Starchy Roots","2019","kcal/capita/day","165"
"Food Balances (2010-)","Eastern Europe","Protein supply quantity (g/capita/day)","Starchy Roots","2019","g/capita/day","3.93"
"Food Balances (2010-)","Eastern Europe","Fat supply quantity (g/capita/day)","Starchy Roots","2019","g/capita/day","0.24"
"Food Balances (2010-)","Eastern Europe","Food supply quantity (kg/capita/yr)","Sugar Crops","2019","kg","0"
"Food Balances (2010-)","Eastern Europe","Food supply (kcal/capita/day)","Sugar Crops","2019","kcal/capita/day","0"
"Food Balances (2010-)","Eastern Europe","Protein supply quantity (g/capita/day)","Sugar Crops","2019","g/capita/day","0"
"Food Balances (2010-)","Eastern Europe","Fat supply quantity (g/capita/day)","Sugar Crops","2019","g/capita/day","0"
"Food Balances (2010-)","Eastern Europe","Food supply quantity (kg/capita/yr)","Sugar & Sweeteners","2019","kg","57.39"
"Food Balances (2010-)","Eastern Europe","Food supply (kcal/capita/day)","Sugar & Sweeteners","2019","kcal/capita/day","376"
"Food Balances (2010-)","Eastern Europe","Protein supply quantity (g/capita/day)","Sugar & Sweeteners","2019","g/capita/day","0.01"
"Food Balances (2010-)","Eastern Europe","Fat supply quantity (g/capita/day)","Sugar & Sweeteners","2019","g/capita/day","0"
"Food Balances (2010-)","Eastern Europe","Food supply quantity (kg/capita/yr)","Pulses","2019","kg","1.89"
"Food Balances (2010-)","Eastern Europe","Food supply (kcal/capita/day)","Pulses","2019","kcal/capita/day","18"
"Food Balances (2010-)","Eastern Europe","Protein supply quantity (g/capita/day)","Pulses","2019","g/capita/day","1.21"
"Food Balances (2010-)","Eastern Europe","Fat supply quantity (g/capita/day)","Pulses","2019","g/capita/day","0.1"
"Food Balances (2010-)","Eastern Europe","Food supply quantity (kg/capita/yr)","Treenuts","2019","kg","0.88"
"Food Balances (2010-)","Eastern Europe","Food supply (kcal/capita/day)","Treenuts","2019","kcal/capita/day","10"
"Food Balances (2010-)","Eastern Europe","Protein supply quantity (g/capita/day)","Treenuts","2019","g/capita/day","0.24"
"Food Balances (2010-)","Eastern Europe","Fat supply quantity (g/capita/day)","Treenuts","2019","g/capita/day","0.89"
"Food Balances (2010-)","Eastern Europe","Food supply quantity (kg/capita/yr)","Oilcrops","2019","kg","1.86"
"Food Balances (2010-)","Eastern Europe","Food supply (kcal/capita/day)","Oilcrops","2019","kcal/capita/day","16"
"Food Balances (2010-)","Eastern Europe","Protein supply quantity (g/capita/day)","Oilcrops","2019","g/capita/day","0.64"
"Food Balances (2010-)","Eastern Europe","Fat supply quantity (g/capita/day)","Oilcrops","2019","g/capita/day","1.42"
"Food Balances (2010-)","Eastern Europe","Food supply quantity (kg/capita/yr)","Vegetable Oils","2019","kg","13.28"
"Food Balances (2010-)","Eastern Europe","Food supply (kcal/capita/day)","Vegetable Oils","2019","kcal/capita/day","338"
"Food Balances (2010-)","Eastern Europe","Protein supply quantity (g/capita/day)","Vegetable Oils","2019","g/capita/day","0.07"
"Food Balances (2010-)","Eastern Europe","Fat supply quantity (g/capita/day)","Vegetable Oils","2019","g/capita/day","38.19"
"Food Balances (2010-)","Eastern Europe","Food supply quantity (kg/capita/yr)","Vegetables","2019","kg","119.57"
"Food Balances (2010-)","Eastern Europe","Food supply (kcal/capita/day)","Vegetables","2019","kcal/capita/day","82"
"Food Balances (2010-)","Eastern Europe","Protein supply quantity (g/capita/day)","Vegetables","2019","g/capita/day","3.52"
"Food Balances (2010-)","Eastern Europe","Fat supply quantity (g/capita/day)","Vegetables","2019","g/capita/day","0.65"
"Food Balances (2010-)","Eastern Europe","Food supply quantity (kg/capita/yr)","Fruits - Excluding Wine","2019","kg","65.63"
"Food Balances (2010-)","Eastern Europe","Food supply (kcal/capita/day)","Fruits - Excluding Wine","2019","kcal/capita/day","90"
"Food Balances (2010-)","Eastern Europe","Protein supply quantity (g/capita/day)","Fruits - Excluding Wine","2019","g/capita/day","1"
"Food Balances (2010-)","Eastern Europe","Fat supply quantity (g/capita/day)","Fruits - Excluding Wine","2019","g/capita/day","0.6"
"Food Balances (2010-)","Eastern Europe","Food supply quantity (kg/capita/yr)","Stimulants","2019","kg","2.74"
"Food Balances (2010-)","Eastern Europe","Food supply (kcal/capita/day)","Stimulants","2019","kcal/capita/day","16"
"Food Balances (2010-)","Eastern Europe","Protein supply quantity (g/capita/day)","Stimulants","2019","g/capita/day","0.67"
"Food Balances (2010-)","Eastern Europe","Fat supply quantity (g/capita/day)","Stimulants","2019","g/capita/day","1.18"
"Food Balances (2010-)","Eastern Europe","Food supply quantity (kg/capita/yr)","Spices","2019","kg","0.35"
"Food Balances (2010-)","Eastern Europe","Food supply (kcal/capita/day)","Spices","2019","kcal/capita/day","3"
"Food Balances (2010-)","Eastern Europe","Protein supply quantity (g/capita/day)","Spices","2019","g/capita/day","0.09"
"Food Balances (2010-)","Eastern Europe","Fat supply quantity (g/capita/day)","Spices","2019","g/capita/day","0.09"
"Food Balances (2010-)","Eastern Europe","Food supply quantity (kg/capita/yr)","Alcoholic Beverages","2019","kg","81.82"
"Food Balances (2010-)","Eastern Europe","Food supply (kcal/capita/day)","Alcoholic Beverages","2019","kcal/capita/day","164"
"Food Balances (2010-)","Eastern Europe","Protein supply quantity (g/capita/day)","Alcoholic Beverages","2019","g/capita/day","0.9"
"Food Balances (2010-)","Eastern Europe","Fat supply quantity (g/capita/day)","Alcoholic Beverages","2019","g/capita/day","0"
"Food Balances (2010-)","Eastern Europe","Food supply quantity (kg/capita/yr)","Meat","2019","kg","72.67"
"Food Balances (2010-)","Eastern Europe","Food supply (kcal/capita/day)","Meat","2019","kcal/capita/day","322"
"Food Balances (2010-)","Eastern Europe","Protein supply quantity (g/capita/day)","Meat","2019","g/capita/day","24.42"
"Food Balances (2010-)","Eastern Europe","Fat supply quantity (g/capita/day)","Meat","2019","g/capita/day","24.06"
"Food Balances (2010-)","Eastern Europe","Food supply quantity (kg/capita/yr)","Offals","2019","kg","3.91"
"Food Balances (2010-)","Eastern Europe","Food supply (kcal/capita/day)","Offals","2019","kcal/capita/day","12"
"Food Balances (2010-)","Eastern Europe","Protein supply quantity (g/capita/day)","Offals","2019","g/capita/day","1.94"
"Food Balances (2010-)","Eastern Europe","Fat supply quantity (g/capita/day)","Offals","2019","g/capita/day","0.34"
"Food Balances (2010-)","Eastern Europe","Food supply quantity (kg/capita/yr)","Animal fats","2019","kg","7.14"
"Food Balances (2010-)","Eastern Europe","Food supply (kcal/capita/day)","Animal fats","2019","kcal/capita/day","173"
"Food Balances (2010-)","Eastern Europe","Protein supply quantity (g/capita/day)","Animal fats","2019","g/capita/day","0.34"
"Food Balances (2010-)","Eastern Europe","Fat supply quantity (g/capita/day)","Animal fats","2019","g/capita/day","19.13"
"Food Balances (2010-)","Eastern Europe","Food supply quantity (kg/capita/yr)","Eggs","2019","kg","14.62"
"Food Balances (2010-)","Eastern Europe","Food supply (kcal/capita/day)","Eggs","2019","kcal/capita/day","56"
"Food Balances (2010-)","Eastern Europe","Protein supply quantity (g/capita/day)","Eggs","2019","g/capita/day","4.34"
"Food Balances (2010-)","Eastern Europe","Fat supply quantity (g/capita/day)","Eggs","2019","g/capita/day","3.94"
"Food Balances (2010-)","Eastern Europe","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","2019","kg","154.68"
"Food Balances (2010-)","Eastern Europe","Food supply (kcal/capita/day)","Milk - Excluding Butter","2019","kcal/capita/day","275"
"Food Balances (2010-)","Eastern Europe","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","2019","g/capita/day","16.45"
"Food Balances (2010-)","Eastern Europe","Fat supply quantity (g/capita/day)","Milk - Excluding Butter","2019","g/capita/day","16.03"
"Food Balances (2010-)","Eastern Europe","Food supply quantity (kg/capita/yr)","Fish, Seafood","2019","kg","15.34"
"Food Balances (2010-)","Eastern Europe","Food supply (kcal/capita/day)","Fish, Seafood","2019","kcal/capita/day","36"
"Food Balances (2010-)","Eastern Europe","Protein supply quantity (g/capita/day)","Fish, Seafood","2019","g/capita/day","5.17"
"Food Balances (2010-)","Eastern Europe","Fat supply quantity (g/capita/day)","Fish, Seafood","2019","g/capita/day","1.52"
"Food Balances (2010-)","Eastern Europe","Food supply quantity (kg/capita/yr)","Aquatic Products, Other","2019","kg","0"
"Food Balances (2010-)","Eastern Europe","Food supply (kcal/capita/day)","Aquatic Products, Other","2019","kcal/capita/day","0"
"Food Balances (2010-)","Eastern Europe","Protein supply quantity (g/capita/day)","Aquatic Products, Other","2019","g/capita/day","0"
"Food Balances (2010-)","Eastern Europe","Fat supply quantity (g/capita/day)","Aquatic Products, Other","2019","g/capita/day","0"
"Food Balances (2010-)","Eastern Europe","Food supply quantity (kg/capita/yr)","Miscellaneous","2019","kg","1"
"Food Balances (2010-)","Eastern Europe","Food supply (kcal/capita/day)","Miscellaneous","2019","kcal/capita/day","3"
"Food Balances (2010-)","Eastern Europe","Protein supply quantity (g/capita/day)","Miscellaneous","2019","g/capita/day","0.1"
"Food Balances (2010-)","Eastern Europe","Fat supply quantity (g/capita/day)","Miscellaneous","2019","g/capita/day","0.03"
